STATISTIC,Statistic Label,TLIST(A1),Year,C02479V04377,Garda Region,C02480V03003,Type of Offence,UNIT,VALUE
RCD06C01,Recorded crime incidents,2021,2021,40,Southern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,4620
RCD06C01,Recorded crime incidents,2021,2021,40,Southern Region,4,Dangerous or negligent acts ,Number,1955
RCD06C01,Recorded crime incidents,2021,2021,40,Southern Region,5,Kidnapping and related offences ,Number,36
RCD06C01,Recorded crime incidents,2021,2021,40,Southern Region,6,"Robbery, extortion and hijacking offences ",Number,190
RCD06C01,Recorded crime incidents,2021,2021,40,Southern Region,7,Burglary and related offences ,Number,1421
RCD06C01,Recorded crime incidents,2021,2021,40,Southern Region,8,Theft and related offences ,Number,8045
RCD06C01,Recorded crime incidents,2021,2021,40,Southern Region,9,"Fraud, deception and related offences ",Number,3595
RCD06C01,Recorded crime incidents,2021,2021,40,Southern Region,10,Controlled drug offences ,Number,4930
RCD06C01,Recorded crime incidents,2021,2021,40,Southern Region,11,Weapons and explosives offences ,Number,521
RCD06C01,Recorded crime incidents,2021,2021,40,Southern Region,12,Damage to property and to the environment  offences ,Number,4148
RCD06C01,Recorded crime incidents,2021,2021,40,Southern Region,13,Public order and other social code offences ,Number,7047
RCD06C01,Recorded crime incidents,2021,2021,40,Southern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,2297
RCD06C01,Recorded crime incidents,2021,2021,IE0,State,1,Homicide & related offences ,Number,60
RCD06C01,Recorded crime incidents,2021,2021,IE0,State,2,Sexual offences ,Number,3538
RCD06C01,Recorded crime incidents,2021,2021,IE0,State,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,20354
RCD06C01,Recorded crime incidents,2021,2021,IE0,State,4,Dangerous or negligent acts ,Number,8282
RCD06C01,Recorded crime incidents,2021,2021,IE0,State,5,Kidnapping and related offences ,Number,148
RCD06C01,Recorded crime incidents,2021,2021,IE0,State,6,"Robbery, extortion and hijacking offences ",Number,1740
RCD06C01,Recorded crime incidents,2021,2021,IE0,State,7,Burglary and related offences ,Number,8588
RCD06C01,Recorded crime incidents,2021,2021,IE0,State,8,Theft and related offences ,Number,46807
RCD06C01,Recorded crime incidents,2021,2021,IE0,State,9,"Fraud, deception and related offences ",Number,17205
RCD06C01,Recorded crime incidents,2021,2021,IE0,State,10,Controlled drug offences ,Number,19997
RCD06C01,Recorded crime incidents,2021,2021,IE0,State,11,Weapons and explosives offences ,Number,2530
RCD06C01,Recorded crime incidents,2021,2021,IE0,State,12,Damage to property and to the environment  offences ,Number,19306
RCD06C01,Recorded crime incidents,2021,2021,IE0,State,13,Public order and other social code offences ,Number,28395
RCD06C01,Recorded crime incidents,2021,2021,IE0,State,15,"Offences against government, justice procedures and organisation of crime ",Number,12441
RCD06C01,Recorded crime incidents,2022,2022,10,Dublin Metropolitan Region,1,Homicide & related offences ,Number,25
RCD06C01,Recorded crime incidents,2022,2022,10,Dublin Metropolitan Region,2,Sexual offences ,Number,1199
RCD06C01,Recorded crime incidents,2022,2022,10,Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,7550
RCD06C01,Recorded crime incidents,2022,2022,10,Dublin Metropolitan Region,4,Dangerous or negligent acts ,Number,2117
RCD06C01,Recorded crime incidents,2022,2022,10,Dublin Metropolitan Region,5,Kidnapping and related offences ,Number,58
RCD06C01,Recorded crime incidents,2022,2022,10,Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences ",Number,1202
RCD06C01,Recorded crime incidents,2022,2022,10,Dublin Metropolitan Region,7,Burglary and related offences ,Number,4058
RCD06C01,Recorded crime incidents,2022,2022,10,Dublin Metropolitan Region,8,Theft and related offences ,Number,35115
RCD06C01,Recorded crime incidents,2022,2022,10,Dublin Metropolitan Region,9,"Fraud, deception and related offences ",Number,4727
RCD06C01,Recorded crime incidents,2022,2022,10,Dublin Metropolitan Region,10,Controlled drug offences ,Number,6620
RCD06C01,Recorded crime incidents,2022,2022,10,Dublin Metropolitan Region,11,Weapons and explosives offences ,Number,1187
RCD06C01,Recorded crime incidents,2022,2022,10,Dublin Metropolitan Region,12,Damage to property and to the environment  offences ,Number,9153
RCD06C01,Recorded crime incidents,2022,2022,10,Dublin Metropolitan Region,13,Public order and other social code offences ,Number,11309
RCD06C01,Recorded crime incidents,2022,2022,10,Dublin Metropolitan Region,15,"Offences against government, justice procedures and organisation of crime ",Number,8670
RCD06C01,Recorded crime incidents,2022,2022,20,North Western Region,1,Homicide & related offences ,Number,18
RCD06C01,Recorded crime incidents,2022,2022,20,North Western Region,2,Sexual offences ,Number,795
RCD06C01,Recorded crime incidents,2022,2022,20,North Western Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,5192
RCD06C01,Recorded crime incidents,2022,2022,20,North Western Region,4,Dangerous or negligent acts ,Number,2127
RCD06C01,Recorded crime incidents,2022,2022,20,North Western Region,5,Kidnapping and related offences ,Number,37
RCD06C01,Recorded crime incidents,2022,2022,20,North Western Region,6,"Robbery, extortion and hijacking offences ",Number,204
RCD06C01,Recorded crime incidents,2022,2022,20,North Western Region,7,Burglary and related offences ,Number,1422
RCD06C01,Recorded crime incidents,2022,2022,20,North Western Region,8,Theft and related offences ,Number,6945
RCD06C01,Recorded crime incidents,2022,2022,20,North Western Region,9,"Fraud, deception and related offences ",Number,2197
RCD06C01,Recorded crime incidents,2022,2022,20,North Western Region,10,Controlled drug offences ,Number,2205
RCD06C01,Recorded crime incidents,2022,2022,20,North Western Region,11,Weapons and explosives offences ,Number,420
RCD06C01,Recorded crime incidents,2022,2022,20,North Western Region,12,Damage to property and to the environment  offences ,Number,3605
RCD06C01,Recorded crime incidents,2022,2022,20,North Western Region,13,Public order and other social code offences ,Number,6414
RCD06C01,Recorded crime incidents,2022,2022,20,North Western Region,15,"Offences against government, justice procedures and organisation of crime ",Number,1526
RCD06C01,Recorded crime incidents,2022,2022,30,Eastern Region,1,Homicide & related offences ,Number,21
RCD06C01,Recorded crime incidents,2022,2022,30,Eastern Region,2,Sexual offences ,Number,941
RCD06C01,Recorded crime incidents,2022,2022,30,Eastern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,5475
RCD06C01,Recorded crime incidents,2022,2022,30,Eastern Region,4,Dangerous or negligent acts ,Number,2035
RCD06C01,Recorded crime incidents,2022,2022,30,Eastern Region,5,Kidnapping and related offences ,Number,33
RCD06C01,Recorded crime incidents,2022,2022,30,Eastern Region,6,"Robbery, extortion and hijacking offences ",Number,350
RCD06C01,Recorded crime incidents,2022,2022,30,Eastern Region,7,Burglary and related offences ,Number,2495
RCD06C01,Recorded crime incidents,2022,2022,30,Eastern Region,8,Theft and related offences ,Number,12167
RCD06C01,Recorded crime incidents,2022,2022,30,Eastern Region,9,"Fraud, deception and related offences ",Number,2403
RCD06C01,Recorded crime incidents,2022,2022,30,Eastern Region,10,Controlled drug offences ,Number,4630
RCD06C01,Recorded crime incidents,2022,2022,30,Eastern Region,11,Weapons and explosives offences ,Number,507
RCD06C01,Recorded crime incidents,2022,2022,30,Eastern Region,12,Damage to property and to the environment  offences ,Number,4677
RCD06C01,Recorded crime incidents,2022,2022,30,Eastern Region,13,Public order and other social code offences ,Number,6031
RCD06C01,Recorded crime incidents,2022,2022,30,Eastern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,2605
RCD06C01,Recorded crime incidents,2022,2022,40,Southern Region,1,Homicide & related offences ,Number,18
RCD06C01,Recorded crime incidents,2022,2022,40,Southern Region,2,Sexual offences ,Number,866
RCD06C01,Recorded crime incidents,2022,2022,40,Southern Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,5662
RCD06C01,Recorded crime incidents,2022,2022,40,Southern Region,4,Dangerous or negligent acts ,Number,1952
RCD06C01,Recorded crime incidents,2022,2022,40,Southern Region,5,Kidnapping and related offences ,Number,33
RCD06C01,Recorded crime incidents,2022,2022,40,Southern Region,6,"Robbery, extortion and hijacking offences ",Number,315
RCD06C01,Recorded crime incidents,2022,2022,40,Southern Region,7,Burglary and related offences ,Number,1484
RCD06C01,Recorded crime incidents,2022,2022,40,Southern Region,8,Theft and related offences ,Number,11685
RCD06C01,Recorded crime incidents,2022,2022,40,Southern Region,9,"Fraud, deception and related offences ",Number,2450
RCD06C01,Recorded crime incidents,2022,2022,40,Southern Region,10,Controlled drug offences ,Number,3833
RCD06C01,Recorded crime incidents,2022,2022,40,Southern Region,11,Weapons and explosives offences ,Number,511
RCD06C01,Recorded crime incidents,2022,2022,40,Southern Region,12,Damage to property and to the environment  offences ,Number,4272
RCD06C01,Recorded crime incidents,2022,2022,40,Southern Region,13,Public order and other social code offences ,Number,7540
RCD06C01,Recorded crime incidents,2022,2022,40,Southern Region,15,"Offences against government, justice procedures and organisation of crime ",Number,2831
RCD06C01,Recorded crime incidents,2022,2022,IE0,State,1,Homicide & related offences ,Number,82
RCD06C01,Recorded crime incidents,2022,2022,IE0,State,2,Sexual offences ,Number,3801
RCD06C01,Recorded crime incidents,2022,2022,IE0,State,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,23879
RCD06C01,Recorded crime incidents,2022,2022,IE0,State,4,Dangerous or negligent acts ,Number,8231
RCD06C01,Recorded crime incidents,2022,2022,IE0,State,5,Kidnapping and related offences ,Number,161
RCD06C01,Recorded crime incidents,2022,2022,IE0,State,6,"Robbery, extortion and hijacking offences ",Number,2071
RCD06C01,Recorded crime incidents,2022,2022,IE0,State,7,Burglary and related offences ,Number,9459
RCD06C01,Recorded crime incidents,2022,2022,IE0,State,8,Theft and related offences ,Number,65912
RCD06C01,Recorded crime incidents,2022,2022,IE0,State,9,"Fraud, deception and related offences ",Number,11777
RCD06C01,Recorded crime incidents,2022,2022,IE0,State,10,Controlled drug offences ,Number,17288
RCD06C01,Recorded crime incidents,2022,2022,IE0,State,11,Weapons and explosives offences ,Number,2625
RCD06C01,Recorded crime incidents,2022,2022,IE0,State,12,Damage to property and to the environment  offences ,Number,21707
RCD06C01,Recorded crime incidents,2022,2022,IE0,State,13,Public order and other social code offences ,Number,31294
RCD06C01,Recorded crime incidents,2022,2022,IE0,State,15,"Offences against government, justice procedures and organisation of crime ",Number,15632
RCD06C01,Recorded crime incidents,2023,2023,10,Dublin Metropolitan Region,1,Homicide & related offences ,Number,20
RCD06C01,Recorded crime incidents,2023,2023,10,Dublin Metropolitan Region,2,Sexual offences ,Number,1088
RCD06C01,Recorded crime incidents,2023,2023,10,Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,7837
RCD06C01,Recorded crime incidents,2023,2023,10,Dublin Metropolitan Region,4,Dangerous or negligent acts ,Number,1706
RCD06C01,Recorded crime incidents,2023,2023,10,Dublin Metropolitan Region,5,Kidnapping and related offences ,Number,61
RCD06C01,Recorded crime incidents,2023,2023,10,Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences ",Number,1460
RCD06C01,Recorded crime incidents,2023,2023,10,Dublin Metropolitan Region,7,Burglary and related offences ,Number,3893
RCD06C01,Recorded crime incidents,2023,2023,10,Dublin Metropolitan Region,8,Theft and related offences ,Number,37812
RCD06C01,Recorded crime incidents,2023,2023,10,Dublin Metropolitan Region,9,"Fraud, deception and related offences ",Number,
RCD06C01,Recorded crime incidents,2023,2023,10,Dublin Metropolitan Region,10,Controlled drug offences ,Number,6589
RCD06C01,Recorded crime incidents,2023,2023,10,Dublin Metropolitan Region,11,Weapons and explosives offences ,Number,1237
RCD06C01,Recorded crime incidents,2023,2023,10,Dublin Metropolitan Region,12,Damage to property and to the environment  offences ,Number,9091
RCD06C01,Recorded crime incidents,2023,2023,10,Dublin Metropolitan Region,13,Public order and other social code offences ,Number,10233
RCD06C01,Recorded crime incidents,2023,2023,10,Dublin Metropolitan Region,15,"Offences against government, justice procedures and organisation of crime ",Number,9191
RCD06C01,Recorded crime incidents,2023,2023,20,North Western Region,1,Homicide & related offences ,Number,30
RCD06C01,Recorded crime incidents,2023,2023,20,North Western Region,2,Sexual offences ,Number,776
RCD06C01,Recorded crime incidents,2023,2023,20,North Western Region,3,"Attempts/threats to murder, assaults, harassments and related offences ",Number,4999
RCD06C01,Recorded crime incidents,2023,2023,20,North Western Region,4,Dangerous or negligent acts ,Number,2046
RCD06C01,Recorded crime incidents,2023,2023,20,North Western Region,5,Kidnapping and related offences ,Number,30
RCD06C01,Recorded crime incidents,2023,2023,20,North Western Region,6,"Robbery, extortion and hijacking offences ",Number,296
RCD06C01,Recorded crime incidents,2023,2023,20,North Western Region,7,Burglary and related offences ,Number,1665
RCD06C01,Recorded crime incidents,2023,2023,20,North Western Region,8,Theft and related offences ,Number,8427
RCD06C01,Recorded crime incidents,2023,2023,20,North Western Region,9,"Fraud, deception and related offences ",Number,
RCD06C01,Recorded crime incidents,2023,2023,20,North Western Region,10,Controlled drug offences ,Number,2251
RCD06C01,Recorded crime incidents,2023,2023,20,North Western Region,11,Weapons and explosives offences ,Number,441
RCD06C01,Recorded crime incidents,2023,2023,20,North Western Region,12,Damage to property and to the environment  offences ,Number,3852
RCD06C01,Recorded crime incidents,2023,2023,20,North Western Region,13,Public order and other social code offences ,Number,5774
RCD06C01,Recorded crime incidents,2023,2023,20,North Western Region,15,"Offences against government, justice procedures and organisation of crime ",Number,1499
